lng,lat,citycode,csq,ind_code2,ind_code3,ind_code4,employment
116.3178213,40.04181995,1101,1,37,371,3714,386
116.3645932,40.0679032,1101,1,30,303,3031,324
116.3789031,39.88439674,1101,1,23,231,2311,464
116.395645,39.92998578,1101,1,39,399,3990,478
116.5329956,39.89192002,1101,1,40,401,4011,433
116.255718,40.21083295,1101,1,27,272,2720,454
116.4573823,39.76653592,1101,1,34,344,3444,425
116.4232585,39.98980357,1101,1,23,231,2311,463
116.3602434,40.00714464,1101,1,13,132,1320,219
116.1971934,39.94465585,1101,1,34,346,3468,414
117.0768778,40.16424324,1101,1,13,132,1320,126
116.4469718,39.89658213,1101,1,24,242,2422,1664
116.5404553,39.81391375,1101,1,34,344,3443,87
116.2578969,40.20678097,1101,1,39,396,3969,750
116.355007,39.82676198,1101,1,27,276,2760,206
116.442444,40.00595666,1101,1,30,302,3021,538
116.395645,39.92998578,1101,1,35,359,3599,516
116.395645,39.92998578,1101,1,34,344,3443,762
116.3986829,39.84448587,1101,1,20,203,2032,518
116.3528758,39.77521299,1101,1,34,344,3441,360
116.4157118,40.01203209,1101,1,34,346,3463,360
116.3205708,39.80730631,1101,1,33,331,3312,299
116.5402399,39.78170449,1101,1,44,443,4430,489
116.4505042,39.94515541,1101,1,21,211,2110,342
116.395645,39.92998578,1101,1,27,275,2750,377
116.2929048,39.82958074,1101,1,34,342,3429,561
116.284565,39.91341001,1101,1,35,354,3544,262
116.3821604,39.90320478,1101,1,29,292,2929,201
116.3158024,40.04251255,1101,1,30,309,3099,127
116.253479,40.12742892,1101,1,36,361,3610,25937
116.395645,39.92998578,1101,1,20,202,2029,218
116.3588824,40.0076249,1101,1,40,401,4011,1269
116.329635,39.96199426,1101,1,39,392,3921,406
116.0395197,39.72749333,1101,1,30,302,3022,1790
116.4189523,39.97878451,1101,1,35,351,3516,424
116.5631806,39.81585423,1101,1,27,272,2720,285
116.5057086,39.97075451,1101,1,39,397,3971,551
116.1602474,39.7510462,1101,1,35,359,3599,1842
116.6632595,40.09866171,1101,1,35,359,3592,529
116.4257571,40.00262175,1101,1,30,309,3099,509
116.5312529,39.8960597,1101,1,36,366,3660,223
116.395645,39.92998578,1101,1,35,356,3562,498
116.4411972,39.84212315,1101,1,21,211,2110,429
116.5833278,39.90048356,1101,1,39,393,3932,491
116.4276255,39.95535708,1101,1,36,366,3660,438
116.4448217,39.94237811,1101,1,15,152,1523,363
113.9300131,22.70743279,1101,1,38,382,3823,388
116.5660466,40.07843379,1101,1,43,434,4343,341
116.3792149,39.96031622,1101,1,39,392,3921,273
116.385459,39.93367665,1101,1,38,382,3823,223
116.3742442,39.90599867,1101,1,23,231,2311,323
116.3696193,39.90600822,1101,1,46,461,4610,4440
113.230804,35.24171236,1101,1,23,231,2311,581
116.3720049,39.76497364,1101,1,14,141,1411,1312
116.3904548,39.91127256,1101,1,38,382,3821,496
116.4230283,40.00727108,1101,1,44,443,4430,449
116.3467542,39.9040726,1101,1,46,462,4620,2559
116.5575808,40.1057548,1101,1,13,135,1353,1210
116.3467987,39.91877397,1101,1,18,181,1810,183
116.1827836,39.91821837,1101,1,34,347,3479,207
116.3728367,39.94423451,1101,1,44,443,4430,525
116.388095,39.95399857,1101,1,38,382,3823,491
116.520994,39.81115866,1101,1,34,344,3444,2155
116.3614077,39.79145541,1101,1,18,181,1810,372
116.2514498,39.85451775,1101,1,33,331,3311,424
116.4285568,39.89028338,1101,1,19,192,1921,568
116.395645,39.92998578,1101,1,23,231,2311,494
116.4274277,39.88433314,1101,1,41,419,4190,208
116.4303607,39.8805364,1101,1,19,193,1931,85
116.5001313,39.98219229,1101,1,39,396,3969,179
116.40438,39.8762338,1101,1,13,131,1310,508
116.4248763,39.97625714,1101,1,15,152,1521,1399
116.395645,39.92998578,1101,1,41,419,4190,43
116.4232194,39.87858143,1101,1,35,358,3584,236
116.4187664,39.86744967,1101,1,13,139,1392,583
116.6042504,39.91427417,1101,1,27,272,2720,239
116.395645,39.92998578,1101,1,38,382,3823,335
116.4242685,39.82661484,1101,1,36,366,3660,559
116.395645,39.92998578,1101,1,13,137,1371,1011
116.3633255,39.88659313,1101,1,23,231,2319,146
116.3845072,39.88670827,1101,1,44,443,4430,623
116.2912923,39.83640003,1101,1,38,382,3823,369
116.6881436,39.87979929,1101,1,34,345,3452,281
116.7300437,39.86461435,1101,1,27,274,2740,362
116.3587658,39.78914069,1101,1,39,399,3990,223
116.3659398,39.88555117,1101,1,23,231,2319,1283
116.3357772,39.80581448,1101,1,22,223,2231,841
116.395645,39.92998578,1101,1,33,331,3311,5
116.395645,39.92998578,1101,1,36,366,3660,849
116.395645,39.92998578,1101,1,27,272,2720,459
116.3528758,39.77521299,1101,1,40,401,4012,304
116.4576572,39.799913,1101,1,36,362,3620,304
116.6465829,40.18033162,1101,1,27,274,2740,558
116.395645,39.92998578,1101,1,40,404,4042,294
116.3615732,39.87965922,1101,1,23,231,2319,2552
116.6009427,39.9833754,1101,1,22,223,2231,485
116.5787016,39.87713943,1101,1,35,358,3589,420
116.4585392,39.75271828,1101,1,38,382,3823,304
116.395645,39.92998578,1101,1,26,266,2662,279
116.5093865,39.99378865,1101,1,38,383,3831,363
116.4566541,39.82785839,1101,1,30,302,3021,323
116.3187289,39.99044827,1101,1,38,382,3823,426
116.6261942,39.89594122,1101,1,27,272,2720,1137
116.5216949,39.95895317,1101,1,23,231,2311,299
116.4709185,39.8765129,1101,1,26,266,2661,305
116.4962871,39.97515802,1101,1,38,382,3823,331
116.610456,39.9110369,1101,1,27,273,2730,435
116.6047917,39.91582396,1101,1,27,272,2720,501
116.6139266,39.9160197,1101,1,38,382,3823,497
116.5216949,39.95895317,1101,1,38,383,3831,419
116.5240591,39.86976311,1101,1,18,182,1820,573
116.4673119,40.00173308,1101,1,36,366,3660,158
116.4028785,39.96976057,1101,1,26,263,2631,438
116.395645,39.92998578,1101,1,33,331,3311,350
116.4984175,39.98612868,1101,1,39,396,3962,511
116.395645,39.92998578,1102,1,44,441,4414,400
116.2061051,39.90652987,1101,1,36,362,3620,400
116.395645,39.92998578,1101,1,36,366,3660,239
116.4573042,39.93302076,1101,1,35,358,3581,189
116.699406,40.35781294,1101,1,38,383,3831,134
116.5279742,39.80104261,1101,1,39,399,3990,504
116.5354356,39.72292539,1101,1,34,344,3444,172
116.6238409,39.84296187,1101,1,26,261,2619,517
116.5171218,39.73966538,1101,1,27,273,2730,390
116.4746562,40.01879346,1101,1,18,182,1820,3839
116.4669919,39.95844935,1101,1,39,391,3913,334
116.1163634,39.94131516,1101,1,15,151,1512,367
116.4702198,39.93336254,1101,1,26,268,2681,351
116.6707564,39.87897089,1101,1,27,277,2770,202
116.5948507,39.89810741,1101,1,30,302,3021,387
116.4737346,39.97197742,1101,1,18,181,1810,252
116.4925033,39.98364595,1101,1,39,396,3961,445
116.8841682,40.1596342,1101,1,31,313,3130,311
116.6076568,40.00239777,1101,1,13,137,1372,306
116.395645,39.92998578,1101,1,34,343,3435,477
116.126522,39.96476396,1101,1,29,292,2922,116
116.5734107,39.81981189,1101,1,26,264,2641,98
119.3126079,26.10246301,1101,1,38,382,3821,495
116.4199302,39.97498337,1101,1,35,359,3599,143
116.395645,39.92998578,1101,1,38,383,3831,184
116.6370115,39.97662061,1101,1,33,338,3382,381
116.3562574,39.9220929,1101,1,33,331,3312,664
116.5102884,39.83687096,1101,1,38,383,3833,534
116.395645,39.92998578,1101,1,33,335,3359,201
116.3056173,39.69664058,1101,1,27,272,2720,265
116.3571922,39.76505789,1101,1,27,277,2770,163
116.5641209,39.74554152,1101,1,23,231,2311,536
116.395645,39.92998578,1101,1,38,383,3831,366
116.6734439,39.91350291,1101,1,18,181,1810,465
116.634141,39.98759591,1101,1,20,203,2032,159
116.395645,39.92998578,1101,1,30,302,3021,224
102.6727131,25.04647472,1101,1,35,359,3591,115
116.2672309,39.95558959,1101,1,29,292,2928,590
116.131482,39.95067054,1101,1,38,382,3823,461
116.1768958,40.18981285,1101,1,44,443,4430,903
116.3083114,39.90525463,1101,1,23,231,2311,304
116.3639966,39.79240337,1101,1,36,362,3620,397
116.3043622,39.84907716,1101,1,40,401,4014,302
116.2480551,39.92735471,1101,1,30,302,3022,487
116.3365811,39.93861546,1101,1,45,450,4500,1798
116.1269778,39.90687995,1101,1,27,272,2720,427
116.3660697,39.97314011,1101,1,23,231,2311,384
116.3545676,39.95510505,1101,1,35,351,3511,397
116.2931243,39.8400261,1101,1,13,139,1392,973
116.1723596,40.06864834,1101,1,39,392,3921,417
116.6660108,40.09958639,1101,1,27,273,2730,344
116.395645,39.92998578,1101,1,23,231,2311,192
116.3700421,39.9790575,1101,1,23,231,2311,579
116.3444803,39.97659106,1101,1,34,347,3473,358
116.3337516,40.00864489,1101,1,39,396,3962,153
116.395645,39.92998578,1101,1,23,231,2311,367
116.5775904,39.77493883,1101,1,13,132,1320,626
116.395645,39.92998578,1101,1,39,392,3921,449
116.3634872,40.00304163,1101,1,35,351,3512,700
116.4010094,40.1178198,1101,1,39,399,3990,198
116.3813699,40.09597072,1101,1,13,135,1351,165
116.5912889,39.93091156,1101,1,27,272,2720,1243
116.2138027,39.97337912,1101,1,38,382,3823,307
116.30602,39.91334159,1101,1,27,276,2760,525
116.395645,39.92998578,1101,1,35,358,3585,182
116.2555406,40.21018848,1101,1,27,272,2720,470
116.395645,39.92998578,1101,1,40,401,4011,392
116.5075002,39.9850066,1101,1,40,401,4014,205
116.376007,39.87533291,1101,1,14,149,1495,459
116.3132931,39.99046458,1101,1,38,384,3849,66
116.1892002,39.91953315,1101,1,40,402,4028,422
116.2560024,40.08627301,1101,1,37,371,3713,1177
116.5298425,39.79856093,1101,1,34,344,3443,994
116.320996,39.9924068,1101,1,34,346,3467,309
116.3187853,39.98561151,1101,1,40,401,4014,217
116.3108733,39.99021729,1101,1,39,395,3952,348
116.3136619,40.05259286,1101,1,39,397,3971,428
116.4075479,39.87433409,1101,1,26,264,2645,338
116.2597864,39.91907929,1101,1,39,391,3912,215
116.2271245,39.91225812,1101,1,35,351,3512,398
116.395645,39.92998578,1101,1,33,331,3311,449
116.6450684,40.17167176,1101,1,26,265,2659,77
116.3237226,39.98874033,1101,1,13,132,1320,1206
116.3442853,39.9619524,1101,1,37,371,3714,393
116.314885,39.98217646,1101,1,40,401,4014,373
116.8318989,40.36303252,1101,1,27,272,2720,393
116.395645,39.92998578,1101,1,37,371,3714,207
116.3791766,39.98098348,1101,1,34,344,3442,409
116.6381667,40.2292537,1101,1,35,358,3586,407
116.5245654,39.7950206,1101,1,27,276,2760,349
116.395645,39.92998578,1101,1,39,392,3921,58
116.3397739,39.93082681,1101,1,40,401,4011,365
116.3542729,39.77259174,1101,1,41,413,4130,392
116.3127088,40.05263843,1101,1,30,305,3059,513
116.395645,39.92998578,1101,1,27,271,2710,199
116.2034793,40.0453596,1101,1,38,382,3829,197
116.2596274,39.91654707,1101,1,29,291,2919,181
116.1407046,40.05558044,1101,1,33,331,3311,170
116.3315526,39.95955579,1101,1,39,391,3913,523
116.2403431,39.96129164,1101,1,33,331,3312,153
116.444943,39.89122721,1101,1,29,291,2913,408
116.3110965,39.97102864,1101,1,33,331,3311,213
116.3208034,40.00498867,1101,1,26,266,2669,444
116.571825,39.90354242,1101,1,27,273,2730,390
116.4336232,39.86221431,1101,1,18,181,1810,745
116.395645,39.92998578,1101,1,38,385,3851,398
116.3730676,39.99469739,1101,1,39,395,3953,485
116.2858157,40.05600955,1101,1,38,382,3823,989
116.2145943,39.90689995,1101,1,37,371,3714,453
116.3807126,39.99456306,1101,1,39,396,3969,316
116.3259678,40.17026866,1101,1,38,382,3823,380
116.3096177,40.05252659,1101,1,40,401,4012,493
116.3125319,40.05244589,1101,1,40,401,4014,282
116.395645,39.92998578,1101,1,26,266,2661,148
116.395645,39.92998578,1101,1,18,181,1810,601
116.2889418,39.83934445,1101,1,39,399,3990,1776
116.1993446,39.86382537,1101,1,37,371,3713,677
116.395645,39.92998578,1101,1,17,178,1781,391
116.2632587,39.83597854,1101,1,30,303,3039,164
116.4345469,39.80205046,1101,1,35,353,3533,491
116.1531617,39.81437653,1101,1,33,331,3311,120
116.395645,39.92998578,1101,1,37,371,3713,23
116.2656421,39.85285187,1101,1,36,362,3620,242
116.2591748,39.90138954,1101,1,30,302,3021,425
116.3101482,39.69150058,1101,1,36,362,3620,381
116.252037,39.85550179,1101,1,23,231,2311,185
116.2072406,39.85539233,1101,1,38,382,3821,434
116.3071558,39.85039668,1101,1,37,371,3714,435
116.202849,39.85807805,1101,1,37,371,3713,378
116.2002712,39.83251771,1101,1,37,371,3714,536
116.2512267,39.87388156,1101,1,36,362,3620,91
116.4834903,39.8831627,1101,1,40,401,4015,276
116.5486595,39.93841996,1101,1,26,268,2681,408
116.202849,39.85807805,1101,1,37,371,3713,279
116.3737891,39.81733643,1101,1,14,146,1462,86
117.1429949,40.16835409,1101,1,14,141,1419,180
116.395645,39.92998578,1101,1,30,303,3034,259
116.2888857,39.83469423,1101,1,39,391,3913,310
116.5072643,39.74800444,1101,1,36,366,3660,938
116.3393741,39.90410422,1101,1,34,341,3411,144
116.1747154,39.86729793,1101,1,34,348,3484,265
116.1250626,39.85863358,1101,1,26,261,2619,220
116.4506105,39.81890629,1101,1,14,143,1432,237
116.3194632,39.79667709,1101,1,13,139,1392,990
116.2853625,39.87724685,1101,1,38,382,3829,395
116.3591379,39.76529381,1101,1,18,181,1810,2173
116.1135817,39.81434633,1101,1,36,362,3620,599
116.253795,39.86952634,1101,1,27,274,2740,702
116.395645,39.92998578,1101,1,26,268,2681,215
116.4090791,39.80929471,1101,1,35,351,3512,503
116.4345469,39.80205046,1101,1,35,358,3584,415
116.4576444,39.76426246,1101,1,40,402,4029,443
116.5781617,40.14276501,1101,1,35,355,3551,309
116.2861745,39.83682581,1101,1,44,443,4430,520
116.395645,39.92998578,1101,1,18,181,1810,409
116.3088273,39.84998709,1101,1,36,362,3620,909
116.5300134,39.90540884,1101,1,14,143,1439,285
116.3081418,39.78885447,1101,1,30,304,3049,181
116.3406085,39.84545914,1101,1,38,382,3823,469
116.3549838,39.88741924,1101,1,35,351,3516,278
116.5787214,39.70250361,1101,1,32,326,3261,261
116.1837049,39.93156318,1101,1,44,442,4420,366
116.1636328,39.91653863,1101,1,26,261,2619,513
116.395645,39.92998578,1101,1,35,359,3599,177
116.192136,39.94442236,1101,1,35,358,3584,435
116.1962236,39.94261965,1101,1,26,266,2669,603
116.3566994,39.98376295,1101,1,33,339,3399,283
116.385525,39.76933863,1101,1,27,272,2720,514
116.1394472,39.95269907,1101,1,30,302,3024,566
116.1947559,39.9446105,1101,1,27,276,2760,731
116.1837049,39.93156318,1101,1,10,101,1011,409
116.395645,39.92998578,1101,1,38,382,3821,176
116.1650813,39.8376487,1101,1,38,382,3829,358
116.1263044,39.9026029,1101,1,34,342,3421,1966
116.1279049,39.90633754,1101,1,18,181,1810,584
116.4505042,39.94515541,1101,1,35,351,3516,354
116.395645,39.92998578,1101,1,30,309,3099,380
116.1824877,40.0638268,1101,1,39,395,3953,410
116.395645,39.92998578,1101,1,38,382,3823,373
116.1228834,39.9094162,1101,1,35,359,3591,329
116.395645,39.92998578,1101,1,26,266,2661,53
116.395645,39.92998578,1101,1,34,342,3421,187
116.7402489,39.9027069,1101,1,33,335,3359,130
116.8301938,39.76722901,1101,1,25,251,2511,414
116.7051345,39.89061762,1101,1,23,231,2311,209
116.8281728,39.76457848,1101,1,30,308,3089,630
116.6413272,40.22171239,1101,1,14,141,1411,890
116.7265324,39.95062005,1101,1,36,366,3660,453
116.5543935,39.81723163,1101,1,33,336,3360,312
116.7323788,39.91648945,1101,1,21,211,2110,854
116.8048423,39.67064904,1101,1,26,266,2669,400
116.810432,39.85988215,1101,1,36,366,3660,230
116.6994814,39.77592245,1101,1,38,382,3823,215
116.7740435,39.77290357,1101,1,27,276,2760,364
116.720418,39.8807338,1101,1,26,264,2641,299
116.6517227,39.86940257,1101,1,35,351,3515,409
116.7400792,39.80981488,1101,1,38,382,3823,378
116.8012415,39.77591899,1101,1,26,261,2614,708
116.638985,39.91377381,1101,1,40,404,4041,187
116.8089685,39.71055348,1101,1,26,264,2642,423
116.5636622,39.75599953,1101,1,35,357,3572,488
116.395645,39.92998578,1101,1,13,132,1320,359
116.7279083,39.84685729,1101,1,13,135,1351,91
116.3366208,39.96594178,1101,1,26,262,2625,322
116.6724486,39.86149824,1101,1,27,273,2730,382
116.7807704,39.83639767,1101,1,26,266,2661,166
116.8019695,39.68184669,1101,1,26,264,2641,378
116.395645,39.92998578,1101,1,32,322,3222,386
116.7396285,39.86205314,1101,1,34,347,3474,603
116.7781064,39.65084146,1101,1,30,303,3034,334
116.7870581,39.60298454,1101,1,34,343,3435,231
116.8850144,39.81406639,1101,1,38,382,3823,600
116.6206973,39.91430232,1101,1,29,291,2913,387
116.6768468,39.9492262,1101,1,23,231,2311,389
116.7078644,39.80112209,1101,1,18,181,1810,514
116.395645,39.92998578,1101,1,14,141,1411,1614
116.4571069,39.82798976,1101,1,30,302,3021,200
116.7500901,39.9541262,1101,1,35,358,3589,462
116.7315923,39.96014755,1101,1,35,355,3551,102
116.7204163,39.86624324,1101,1,27,272,2720,466
116.6722962,39.91421321,1101,1,46,461,4610,466
116.6755074,39.94911951,1101,1,29,292,2927,162
116.7400792,39.80981488,1101,1,36,366,3660,268
116.7671324,39.89326419,1101,1,27,273,2730,331
116.705236,39.68850586,1101,1,27,273,2730,273
116.395645,39.92998578,1101,1,26,264,2645,113
116.3944375,39.98018469,1101,1,26,266,2661,1068
116.6486516,39.90593767,1101,1,23,231,2311,445
116.7238838,39.95129315,1101,1,29,291,2913,335
116.7082507,39.94493671,1101,1,31,313,3130,387
116.395645,39.92998578,1101,1,30,306,3061,274
116.6570334,40.12773266,1101,1,21,219,2190,671
116.8440338,39.71649327,1101,1,30,303,3034,432
116.8313469,39.81707396,1101,1,18,181,1810,661
116.5221259,39.86471222,1101,1,29,292,2926,241
116.6630309,39.94658927,1101,1,38,382,3823,184
116.6605228,39.94936725,1101,1,35,359,3599,209
116.7091059,39.94105253,1101,1,30,309,3099,247
116.395645,39.92998578,1101,1,26,265,2651,232
116.7651617,39.94644563,1101,1,23,231,2311,678
115.9685752,39.74355095,1101,1,33,336,3360,106
116.395645,39.92998578,1101,1,14,146,1469,299
116.7278959,39.87334446,1101,1,32,326,3262,357
116.6992515,39.76637117,1101,1,27,274,2740,329
116.6805013,39.94276013,1101,1,23,231,2311,502
116.8071903,40.10683105,1101,1,25,251,2511,166
116.5685043,40.12991052,1101,1,18,181,1810,688
116.7491991,40.19997522,1101,1,30,302,3022,874
116.395645,39.92998578,1101,1,31,314,3140,364
116.5262685,40.11426608,1101,1,18,181,1810,777
116.395645,39.92998578,1101,1,33,333,3333,348
116.6451983,40.13861884,1101,1,30,302,3022,395
116.3677322,40.03679012,1101,1,36,366,3660,46
116.6662154,40.09800242,1101,1,27,272,2720,610
116.6721691,40.08190679,1101,1,30,302,3021,171
116.6728257,40.17980584,1101,1,34,342,3422,636
116.5625543,40.21307422,1101,1,13,135,1351,271
116.5628806,40.09833022,1101,1,33,333,3333,349
116.7519613,40.21572771,1101,1,13,135,1352,134
116.9277297,40.10091133,1101,1,18,181,1810,733
116.395645,39.92998578,1101,1,15,152,1523,804
116.6449431,40.22288293,1101,1,30,305,3051,1639
116.6638297,40.13103935,1101,1,27,272,2720,513
116.6663771,40.10066769,1101,1,23,231,2319,656
116.4948357,39.92288472,1101,1,27,274,2740,293
116.5822633,40.14000337,1101,1,13,135,1353,1275
116.395645,39.92998578,1101,1,33,331,3311,143
116.395645,39.92998578,1101,1,18,181,1810,1725
116.5737914,40.07896972,1101,1,44,443,4430,386
116.3937252,39.95636492,1101,1,15,152,1525,540
116.5259666,39.91542256,1101,1,30,303,3034,1211
116.7363011,40.20581632,1101,1,18,181,1810,619
116.6829545,40.03987121,1101,1,27,277,2770,329
116.5439656,39.92333406,1101,1,30,303,3034,252
116.8211425,40.19627094,1101,1,15,152,1523,157
116.395645,39.92998578,1101,1,22,223,2231,348
116.5346999,40.15616364,1101,1,33,331,3312,133
116.6930307,40.13849804,1101,1,30,309,3099,345
116.395645,39.92998578,1101,1,22,223,2239,299
116.6175973,40.21886336,1101,1,14,142,1421,524
116.4986443,39.90526973,1101,1,18,181,1810,103
116.5699773,40.21582775,1101,1,13,131,1310,392
116.7106698,40.14851061,1101,1,43,434,4343,245
116.58627,40.14299426,1101,1,17,177,1771,113
116.6689484,40.19589668,1101,1,38,383,3831,278
116.5885426,40.14285303,1101,1,31,314,3140,370
116.395645,39.92998578,1101,1,33,331,3311,717
116.7207389,40.15981544,1101,1,30,302,3021,99
116.395645,39.92998578,1101,1,33,331,3311,168
116.395645,39.92998578,1101,1,13,135,1353,154
116.6554111,40.33026016,1101,1,40,401,4011,438
116.2877467,39.88433667,1101,1,13,135,1351,612
116.6983463,40.36552803,1101,1,26,264,2644,346
116.6800053,40.3290585,1101,1,30,302,3024,300
116.6853403,40.44033281,1101,1,26,266,2662,162
116.6882148,40.34422518,1101,1,44,443,4430,413
116.6247801,40.29321172,1101,1,14,142,1422,1139
116.6244172,40.29240055,1101,1,13,135,1353,189
116.6556916,40.28688046,1101,1,23,231,2311,490
116.395645,39.92998578,1101,1,29,292,2928,878
116.6877436,40.36691538,1101,1,29,292,2926,390
116.395645,39.92998578,1101,1,33,333,3333,175
116.395645,39.92998578,1101,1,29,292,2928,1316
116.395645,39.92998578,1101,1,46,461,4610,148
116.395645,39.92998578,1101,1,34,344,3444,206
116.6863438,40.42704274,1101,1,30,302,3021,612
116.67461,39.65697854,1101,1,38,382,3823,308
116.6615994,40.36353181,1101,1,33,333,3333,698
116.6051189,39.93284455,1101,1,15,152,1524,409
116.6000795,40.4307426,1101,1,18,181,1810,380
117.0093717,40.05151314,1101,1,27,277,2770,531
116.5071766,40.02256657,1101,1,42,421,4210,484
116.3216059,40.19992631,1101,1,34,345,3451,260
116.2164564,40.22172355,1101,1,46,461,4610,424
116.1968835,40.20715351,1101,1,26,266,2662,188
116.1938506,40.19170326,1101,1,35,351,3513,1109
116.395645,39.92998578,1101,1,36,366,3660,206
116.137888,40.24991709,1101,1,13,131,1310,53
116.2867506,40.14028184,1101,1,27,272,2720,294
116.3089687,40.18807777,1101,1,23,231,2311,485
116.4283132,40.1316691,1101,1,39,399,3990,160
116.289199,40.24085151,1101,1,29,292,2926,190
116.3275779,39.94326355,1101,1,14,143,1439,308
116.395645,39.92998578,1101,1,38,382,3823,495
116.3120434,40.15439635,1101,1,13,135,1353,348
116.2287233,40.18533782,1101,1,34,348,3483,469
116.4038302,39.85556599,1101,1,29,292,2924,312
116.2997913,40.16180483,1101,1,27,273,2730,191
116.415642,39.90632301,1101,1,13,135,1351,993
116.395645,39.92998578,1101,1,34,342,3422,303
116.395645,39.92998578,1101,1,26,264,2645,16
116.3128453,40.20813875,1101,1,40,401,4012,635
116.395645,39.92998578,1101,1,43,434,4341,426
116.6476155,40.34849426,1101,1,38,382,3823,189
116.395645,39.92998578,1101,1,39,397,3971,133
116.3504715,40.0660326,1101,1,39,396,3963,661
116.395645,39.92998578,1101,1,21,213,2130,266
116.4212178,40.21254602,1101,1,13,132,1320,396
116.1961963,40.23182413,1101,1,23,231,2319,435
116.8113734,40.35450177,1102,1,27,274,2740,501
116.395645,39.92998578,1101,1,35,351,3511,395
116.1582074,39.74731465,1101,1,34,348,3484,176
116.395645,39.92998578,1101,1,35,351,3511,3657
116.0955655,39.72638159,1101,1,33,331,3311,264
116.395645,39.92998578,1101,1,35,359,3597,410
116.0432422,39.72608342,1101,1,25,251,2511,376
116.0771101,39.66241039,1101,1,13,135,1351,85
116.0485329,39.60730634,1101,1,30,301,3011,1538
116.0554376,39.60458431,1101,1,36,366,3660,424
116.0597318,39.60728567,1101,1,13,135,1351,179
116.1727836,39.67043783,1101,1,13,135,1351,260
116.1067193,39.65090731,1101,1,41,411,4111,211
116.0083319,39.68887918,1101,1,33,331,3311,253
115.9842203,39.68901877,1101,1,33,333,3333,475
115.8628363,39.72675262,1101,1,13,132,1320,417
